source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Ambcrypto.com'}",Samantha LKM,SEC vs Ripple – How Ethereum’s case study can be used to defend XRP,The verdict could set a longstanding precedent in the United States.,https://ambcrypto.com/sec-vs-ripple-how-ethereums-case-study-can-be-used-to-defend-xrp/,https://ambcrypto.com/wp-content/uploads/2025/03/Samyukhtha-1-1000x600.webp,2025-03-14T18:00:33Z,"XRP network activity surges despite price dip
Source: X
XRPs price may be cooling down, but on-chain data tells us a different story.
For example – The number of XRP addresses steadily climbed to … [+2418 chars]"
"{'id': None, 'name': 'Foreign Policy'}",Cameron Abadi and Adam Tooze,“He’ll Make Mincemeat of the Second-Raters in the Trump Team”,New Canadian leader Carney seen as a tough negotiator who doesn’t suffer fools.,http://foreignpolicy.com/2025/03/14/carney-mincemeat-second-raters-trump/,https://foreignpolicy.com/wp-content/uploads/2025/03/GettyImages-2204499425.jpg?w=1000,2025-03-14T17:50:11Z,"Mark Carney, the new prime minister of Canada, has a long record as a public servantbut that experience has largely come in the technocratic world of central banking. After years of mostly working in… [+5984 chars]"
"{'id': None, 'name': 'International Business Times'}",Beatrice JOANNIS,Trump's Champagne Threat Brings Fear And Denial To French Region,"US President Donald Trump's threat of 200-percent tariffs on wine, champagne and other alcoholic drinks from EU countries is proving hard to swallow in France's champagne region.",https://www.ibtimes.com/trumps-champagne-threat-brings-fear-denial-french-region-3766336,https://d.ibtimes.com/en/full/4587010/trump-has-threatened-impose-200-percent-tariffs-wine-champagne-alcoholic-products-european.jpg,2025-03-14T17:48:19Z,"US President Donald Trump's threat of 200-percent tariffs on wine, champagne and other alcoholic drinks from EU countries is proving hard to swallow in France's champagne region.
The move, announced… [+3195 chars]"
"{'id': None, 'name': 'Livemint'}",Anubhav Mukherjee,Former L&T Finance chief Sanjay Garyali appointed CEO of microfinance lender Fusion Finance,"Fusion Finance appointed its new CEO, Sanjay Garyali, on March 14, who served as the Former L&amp;T Finance chief and also has experience working with Kotak Mahindra Bank.&nbsp;",https://www.livemint.com/companies/news/former-l-t-finance-chief-sanjay-garyali-appointed-ceo-of-microfinance-lender-fusion-finance-11741971262788.html,https://www.livemint.com/lm-img/img/2025/03/14/1600x900/investor_1735749033897_1741974129648.jpg,2025-03-14T17:45:47Z,"Former Chief Executive Officer (CEO) of L&amp;T Financial Services, Sanjay Garyali, is set to join as the CEO of a microfinance lender, Fusion Finance, according to an exchange filing on Friday, Marc… [+1724 chars]"
"{'id': None, 'name': 'Bangkok Post'}",AFP,Trump's champagne threat brings fear and denial to French region,"<p>REIMS (FRANCE) - US President Donald Trump's threat of 200-percent tariffs on wine, champagne and other alcoholic drinks from EU countries is proving hard to swallow in France's champagne region.</p>",https://www.bangkokpost.com/world/2980171/trumps-champagne-threat-brings-fear-and-denial-to-french-region,https://static.bangkokpost.com/media/content/20250315/c1_5509676_700.jpg,2025-03-14T17:45:00Z,"REIMS (FRANCE) - US President Donald Trump's threat of 200-percent tariffs on wine, champagne and other alcoholic drinks from EU countries is proving hard to swallow in France's champagne region.
Th… [+3233 chars]"
"{'id': 'cbs-news', 'name': 'CBS News'}",Megan Cerullo,Tesla warns that Trump's trade war could hurt U.S. automakers,"In an unsigned letter, Tesla encourages trade representative to reconsider tariffs, saying they could hurt U.S.-based car manufacturers.",https://www.cbsnews.com/news/tesla-warns-trump-tariffs-could-hurt-us-automakers-musk/,https://assets3.cbsnewsstatic.com/hub/i/r/2025/03/14/9e15cf73-022a-437c-b822-f60a9c229c28/thumbnail/1200x630/063333998908155d661685b0a868e9df/gettyimages-597435754.jpg?v=e7f44f50e1cf6b32bb81cbfeaec70acf,2025-03-14T17:44:59Z,"Electric vehicle maker Tesla is warning that the Trump administration's trade policies could be detrimental to U.S.-based EV companies. 
In an unsigned March 11 letter to the Office of the United St… [+2347 chars]"
"{'id': None, 'name': 'HuffPost'}",Brittany Wong,Elon Musk Has Brought 'The R-Word' Back — And It's Part Of A Disturbing New Trend,"It fits in with a ""politics of cruelty"" that's been running rampant in the White House.",https://www.huffpost.com/entry/the-r-word-is-back_n_67d1fcf7e4b0554ff89b34c3,https://img.huffingtonpost.com/asset/67d1ead618000015007bb63e.jpg?cache=J2QVF75Nx0&ops=1200_630,2025-03-14T17:44:06Z,"""When we allow this slur to make a comeback, were not just permitting offensive speech we're potentially undermining the foundation of respect upon which disability rights depend,"" said disability ad… [+12101 chars]"
"{'id': 'cnn', 'name': 'CNN'}",Tami Luhby,"Dr. Mehmet Oz may have skirted paying Medicare and Social Security taxes, Democrats say | CNN Politics","Dr. Mehmet Oz, who is President Donald Trump’s nominee to lead the Centers for Medicare and Medicaid Services, may have “significantly underpaid his Social Security and Medicare taxes” in recent years, according to a memo prepared by Democratic staff on the S…",https://www.cnn.com/2025/03/14/politics/mehmet-oz-medicare-social-security-taxes/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/ap25073564032389.jpg?c=16x9&q=w_800,c_fill",2025-03-14T17:43:05Z,"Dr. Mehmet Oz, who is President Donald Trumps nominee to lead the Centers for Medicare and Medicaid Services, may have significantly underpaid his Social Security and Medicare taxes in recent years, … [+2243 chars]"
"{'id': None, 'name': 'New York Post'}",Associated Press,"US, Israel look to Africa to resettle Palestinians after Trump outlines vision to redevelop Gaza",The U.S. and Israel have reached out to officials of three East African governments to discuss using their territories as potential destinations for resettling Palestinians uprooted from the Gaza Strip.,https://nypost.com/2025/03/14/world-news/us-and-israel-look-to-africa-for-resettling-palestinians-uprooted-from-gaza/,https://nypost.com/wp-content/uploads/sites/2/2025/03/100463152.jpg?quality=75&strip=all&w=1024,2025-03-14T17:41:07Z,The U.S. and Israel have reached out to officials of three East African governments to discuss using their territories as potential destinations for resettling Palestinians uprooted from the Gaza Str… [+8398 chars]
"{'id': 'financial-post', 'name': 'Financial Post'}",The Canadian Press,N.S. realtors want province to drop planned deed transfer tax hike,The Nova Scotia Association of Realtors wants the provincial government to back away from a plan to double the deed transfer tax. Read on.,https://financialpost.com/real-estate/ns-realtors-drop-deed-transfer-tax-hike,https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2025/03/3015-bc-skyline.jpg,2025-03-14T17:40:15Z,"The 2025-26 provincial budget would increase the tax to 10 per cent from five per cent as of April 1, with officials estimating the increase would raise an additional $13 million.
Earlier this month… [+795 chars]"
"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Derek Scally,Bundesbank warns incoming chancellor Merz of costs of runaway borrowing,Greens agree to back €1 trillion investment plan,https://www.irishtimes.com/business/2025/03/14/bundesbank-warns-incoming-chancellor-merz-of-costs-of-runaway-borrowing/,https://www.irishtimes.com/resizer/v2/BP5GC5IQEO4WI2N2R56FSGPBCU.jpg?smart=true&auth=87083ca6b2b6cf069d98ff191115e9bfaf38f1f6d019ada4593fad74ea1e0bd6&width=1200&height=630,2025-03-14T17:37:12Z,"Germanys Bundesbank has warned chancellor presumptive Friedrich Merz not to lose his head on borrowing after the Green Party agreed to back his 1 trillion investment plan on Friday.
After holding ou… [+3080 chars]"
"{'id': None, 'name': 'National Observer'}","Sarah Ritchie, Catherine Morrison",Mark Carney sworn in as PM and introduces new cabinet,The new government includes 20 Trudeau-era ministers along with three new faces from the Liberal caucus.,https://www.nationalobserver.com/2025/03/14/news/mark-carney-pm-cabinet,https://www.nationalobserver.com/sites/default/files/img/2025/03/14/6ca46bb3-4418-4230-abab-048713944903.jpeg,2025-03-14T17:35:50Z,Mark Carney was sworn in as Canada's 24th prime minister in a ceremony at Rideau Hall on Friday morning along with a leaner Liberal cabinet that he said is focused on confronting the immediate threat… [+3937 chars]
"{'id': 'nbc-news', 'name': 'NBC News'}","Jessica Dickler, CNBC",Federal Reserve is likely to hold interest rates steady next week. But some consumer loans are getting cheaper.,"The Federal Reserve is expected to hold interest rates steady at the end of its two-day meeting next week, despite some encouraging news on inflation.",https://www.nbcnews.com/business/economy/federal-reserve-likely-hold-interest-rates-steady-week-consumer-loans-rcna196491,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-03/250314-Federal-Reserve-building-ew-131p-c81c65.jpg",2025-03-14T17:35:15Z,"The Federal Reserve is expected to hold interest rates steady at the end of its two-day meeting next week, despite some encouraging news on inflation. 
Although inflation receded last month, an esca… [+4316 chars]"
"{'id': 'nbc-news', 'name': 'NBC News'}","Gabrielle Fonrouge, CNBC, Leslie Josephs, CNBC","U.S. consumers are starting to crack as tariffs add to inflation, recession concerns",It’s not just Walmart.,https://www.nbcnews.com/business/consumer/us-consumers-are-starting-crack-tariffs-add-inflation-recession-concer-rcna196474,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-03/250314-people-walking-new-york-ch-1244-9aaf1a.jpg",2025-03-14T17:35:05Z,"Its not just Walmart.
The leaders of companies that serve everyone from penny-pinching grocery shoppers to first-class travelers are seeing cracks in demand, a shift after resilient consumers proppe… [+8077 chars]"
"{'id': 'the-irish-times', 'name': 'The Irish Times'}",,Man Utd’s trophy stadium plans could be a winner - but how will they finance it?,"‘Wembley of the North’ funding structure likely to be influenced by credit markets, government money...and, of course, results on the pitch",https://www.irishtimes.com/business/2025/03/14/man-utds-trophy-stadium-plans-could-be-a-winner-but-how-will-they-finance-it/,https://www.irishtimes.com/resizer/v2/3ASAYK2WIIP47FAPS4HMOXCLLI.jpg?smart=true&auth=671a285a6470dfcc10c057fd71fd93d7810feb50ff1186c52c1caca7c4742eac&width=1200&height=630,2025-03-14T17:34:31Z,"Manchester United Plcs surprise announcement this week of plans for a new 100,000-seater stadium was the easy bit. Now it needs to find the money.
Bankers are debating how difficult it might be to b… [+4992 chars]"
"{'id': None, 'name': 'Cointelegraph'}",Cointelegraph by David Feliba,Bitcoin bull market in peril as US recession and tariff worries loom,"In the first three months of his presidency, Donald Trump has ignited trade tensions by announcing tariffs on Canada, Mexico, and China and the result has been unexpected turmoil in US and global markets.The fallout from the tariffs has been relatively swift,…",https://cointelegraph.com/news/bitcoin-bull-market-in-peril-as-us-recession-and-tariff-worries-loom,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2024-11/01932e31-b64b-76c5-bda5-1acf0871de11",2025-03-14T17:30:00Z,"In the first three months of his presidency, Donald Trump has ignited trade tensions by announcing tariffs on Canada, Mexico, and China and the result has been unexpected turmoil in US and global mar… [+4736 chars]"
"{'id': None, 'name': 'Digital Journal'}",AFP,"French finance minister calls trade war ‘idiotic’, plans US trip",France’s Finance Minister Eric Lombard called the escalating US-EU trade war “idiotic” on Friday and said he would soon travel to the United States after Washington threatened huge tariffs against French wine and champagne. “We need to talk to the Americans t…,https://www.digitaljournal.com/world/french-finance-minister-calls-trade-war-idiotic-plans-us-trip/article,https://www.digitaljournal.com/wp-content/uploads/2025/03/2bedceff5f0236b2fb5ee082637ec907530c89c2.jpg,2025-03-14T17:27:33Z,"France's Finance Minister Eric Lombard said he would visit the United States 'in the coming days' - Copyright AFP/File Hector RETAMAL
France’s Finance Minister Eric Lombard called the escalating US-… [+1701 chars]"
"{'id': None, 'name': 'Biztoc.com'}",finance.yahoo.com,Cybersecurity firm Rubrik CEO: 'We see continued strong demand',"In This Article:
Count Rubrik (RBRK) as another software play not seeing a slowdown in business at the hands of March's market volatility.
""We see continued strong demand,"" Rubrik co-founder and CEO Bipul Sinha told me on Yahoo Finance on Friday. Sinha's comm…",https://biztoc.com/x/0fface3d9472023b,https://biztoc.com/cdn/0fface3d9472023b_s.webp,2025-03-14T17:26:27Z,"Youve Read the News - Now Find the ExpertClick to discover leading experts on 50,000+ topics for media, events &amp; more.
Discover Experts on 50,000+ TopicsConnect for media, speaking, expert witne… [+95 chars]"
"{'id': None, 'name': 'Econlib.org'}",Scott Sumner,China’s deflation: Made in the USA,"I’m continually amazed by the media coverage of China’s deflation problem, which is treated as a big mystery.  Actually, almost all modern examples of deflation have the same explanation—relatively tight money. (To be sure, deflation can be caused by a positi…",https://www.econlib.org/chinas-deflation-made-in-the-usa/,https://www.econlib.org/wp-content/uploads/2025/03/Screen-Shot-2025-03-13-at-12.58.28-PM.png,2025-03-14T17:24:34Z,"I’m continually amazed by the media coverage of China’s deflation problem, which is treated as a big mystery.  Actually, almost all modern examples of deflation have the same explanation—relatively t… [+3810 chars]"
"{'id': None, 'name': 'Sky.com'}",,"Canada will 'never ever be part of US' and talk of nation becoming 51st state 'crazy', says new PM","Mark Carney has been formally sworn in as the new prime minister of Canada, following the resignation of predecessor Justin Trudeau.",https://news.sky.com/story/prime-minister-mark-carney-says-canada-will-never-ever-be-part-of-us-and-talk-of-nation-becoming-51st-state-is-crazy-13328652,https://e3.365dm.com/25/03/1600x900/skynews-mark-carney-canada_6856540.jpg?20250314182051,2025-03-14T17:20:00Z,"Mark Carney has been formally sworn in as the new prime minister of Canada, following the resignation of predecessor Justin Trudeau.
Mr Carney, a former governor of both the Bank of Canada and Bank … [+3200 chars]"
"{'id': None, 'name': 'Raw Story'}",Sarah K. Burris,'Give me the full Trump': Dr. Oz ridiculed online for sporting new 'yellow' hair,"President Donald Trump's nominee to lead the Centers for Medicare & Medicaid Services Administration, Dr. Mehmet Oz, appeared before the Senate Finance Committee on Friday for a confirmation hearing on Friday. One thing that was noticeable to those who tuned …",https://www.rawstory.com/dr-oz-2671330461/,https://www.rawstory.com/media-library/image.png?id=57378936&width=1200&height=600&coordinates=0%2C25%2C0%2C25,2025-03-14T17:19:49Z,"President Donald Trump's nominee to lead the Centers for Medicare &amp; Medicaid Services Administration, Dr. Mehmet Oz, appeared before the Senate Finance Committee on Friday for a confirmation hear… [+1437 chars]"
"{'id': 'time', 'name': 'Time'}","Justin Worland/Houston, Texas",Canada Isn’t Ruling Out Energy and Minerals In Its Response to Trump’s Trade War,"“We are resolute in our need to push back,” says Canada's Energy Minister Jonathan Wilkinson of the country's response to Trump's imposed tariffs.",https://time.com/7268335/canada-energy-mineral-tariff-trump-trade-war/,https://api.time.com/wp-content/uploads/2025/03/Canada-US-trade-war-energy.jpg?quality=85&w=1024&h=628&crop=1,2025-03-14T17:18:02Z,"Canadas energy minister is angry. Speaking to me while in Houston for CERAWeek, Jonathan Wilkinson described the phases of Canadas reaction to U.S. President Donald Trumps tariffs and repeated taunti… [+5030 chars]"
"{'id': None, 'name': 'National Post'}",National Post Staff,"Freeland's in, Gould is out: Here's the complete list of PM Mark Carney's first cabinet","The new Liberal government has 24 ministers — 13 men and 11 women, including Carney — and no deputy prime minister",https://nationalpost.com/news/politics/full-list-prime-minister-mark-carneys-first-cabinet,https://smartcdn.gprod.postmedia.digital/nationalpost/wp-content/uploads/2025/03/mark-carney-full-cabinet.jpg,2025-03-14T17:17:55Z,"The new Liberal government has 24 ministers 13 men and 11 women, including Carney and no deputy prime minister
Prime Minister Mark Carney, Gov. Gen. Mary Simon and members of the Liberal cabinet for… [+8893 chars]"
"{'id': 'the-jerusalem-post', 'name': 'The Jerusalem Post'}",BY SHIR P-REX,Purim Shpiel: Trump and Musk announce Jurassic Park to be built in Gaza Strip,"Purim Shpiel: The following is a satirical article from The Jerusalem Post's annual parodic Purim page, The Jerusalem Roast. Enjoy!",https://www.jpost.com/j-spot/article-845956,"https://images.jpost.com/image/upload/f_auto,fl_lossy/c_fill,g_faces:center,h_407,w_690/654027",2025-03-14T17:17:21Z,"US President Donald Trump has announced that after clearing the Gaza Strip, he and First Homie Elon Musk will be constructing a real Jurassic Park in the Middle East.
""This is going to be the greate… [+2157 chars]"
"{'id': None, 'name': 'TODAY'}",Reuters,Trump threatens to impose 200% tariff on wine and spirits from Europe,"Recession fears are growing as President Donald Trump is threatening to impose 200% tariffs on alcohol from the European Union, sending stocks plunging again.",https://www.today.com/food/news/trump-threatens-tariff-on-wine-spirits-from-europe-rcna196483,"https://media-cldnry.s-nbcnews.com/image/upload/t_social_share_1200x630_center,f_auto,q_auto:best/rockcms/2025-03/trump-wine-tariffs-mc-250314-copy-55c1fe.jpg",2025-03-14T17:17:14Z,"U.S. President Donald Trump on Thursday threatened to slap a 200% tariff on wine, cognac and other alcohol imports from Europe, opening a new front in a global trade war that has roiled financial mar… [+5524 chars]"
"{'id': None, 'name': 'CNBC'}",,Trump CMS nominee Dr. Oz won't commit to opposing Medicaid cuts,President Donald Trump has promised to preserve Medicaid and other federal safety-net programs.,https://www.cnbc.com/2025/03/14/trump-dr-oz-cms-medicaid-cuts-senate.html,https://image.cnbcfm.com/api/v1/image/108116240-17419674962025-03-14t154213z_71498665_rc22ddal73h9_rtrmadp_0_usa-trump-cms.jpeg?v=1741967534&w=1920&h=1080,2025-03-14T17:16:45Z,"Dr. Mehmet Oz, President Donald Trump's pick to lead the agency in charge of massive government-run health insurance programs, on Friday declined to commit to opposing future cuts to Medicaid when di… [+1573 chars]"
"{'id': 'cbs-news', 'name': 'CBS News'}",Kate Gibson,Consumer sentiment plunges on worries about tariffs and inflation,"Long-term inflation expectations jumped in March, showing intensifying consumer worries about President Trump's trade wars.",https://www.cbsnews.com/news/consumer-sentiment-confidence-report-march-2025-tariffs-inflation-trump/,https://assets2.cbsnewsstatic.com/hub/i/r/2025/03/14/b0d988b3-9598-45e0-af22-7a5067d53a5d/thumbnail/1200x630/99b40fce9baef5f1ced4f244e0568855/gettyimages-2204758921.jpg?v=e7f44f50e1cf6b32bb81cbfeaec70acf,2025-03-14T17:15:06Z,"U.S. consumer sentiment swooned in March, with a preliminary gauge released by the University of Michigan on Friday proving far weaker than economists had expected.
The results are ""a reflection of … [+1700 chars]"
"{'id': None, 'name': 'WJXT News4JAX'}",Amanda Seitz,LIVE: Dr. Mehmet Oz makes his pitch to oversee America’s health insurance programs,Dr. Mehmet Oz is promising to fight health care fraud and push to make Americans healthier if he becomes the next leader of the Centers for Medicare and Medicaid Services.,https://www.news4jax.com/health/2025/03/14/dr-mehmet-oz-heads-to-the-senate-with-pitch-to-oversee-americas-health-insurance-programs/,"https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/media/gmg/LSPQWJE4NFAFHIXC2CGNIIJDZI.jpg?_a=DATAdtfiZAA0",2025-03-14T17:12:32Z,"WASHINGTON Dr. Mehmet Oz promised senators on Friday to fight health care fraud and push to make Americans healthier if he becomes the next leader of the Centers for Medicare and Medicaid Services.
… [+4948 chars]"
"{'id': 'financial-post', 'name': 'Financial Post'}",The Canadian Press,Here’s who is in Mark Carney’s cabinet,Here's a list of ministers and their portfolios as Mark Carney was sworn in as Canada's new prime minister. Keep reading here.,https://financialpost.com/news/mark-carney-cabinet,https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2025/03/mark-carney-2-gs0314.jpg,2025-03-14T17:01:00Z,"OTTAWA Mark Carney was sworn in as Canadas 24th prime minister in a ceremony at Rideau Hall in Ottawa today.
A government news release says the new, leaner, focused cabinet includes returning minist… [+2108 chars]"
"{'id': None, 'name': 'Www.gov.uk'}",Cabinet Office,Minister for European Union Relations Mackenzie Stuart Lecture,"A lecture delivered by the Minister for European Union Relations, The Rt Hon Nick Thomas-Symonds, at the Centre for European Legal Studies, University of Cambridge.",https://www.gov.uk/government/speeches/minister-for-european-union-relations-mackenzie-stuart-lecture,https://assets.publishing.service.gov.uk/media/668bbc04ab5fc5929851bb29/nick-thomas-symonds.jpeg,2025-03-14T16:54:43Z,"Its a great pleasure and, indeed, an honour to be invited to present this lecture today.
Firstly, this is a prestigious series of lectures and it is wonderful to follow in the footsteps of so many e… [+27380 chars]"
"{'id': None, 'name': 'CryptoSlate'}",Oluwapelumi Adejumo,REX introduces BMAX ETF for Bitcoin-backed corporate bond access,"REX Shares has launched the Bitcoin Corporate Treasury Convertible Bond (BMAX) ETF, designed to give investors access to convertible bonds issued by companies using debt to acquire Bitcoin. The fund, announced on March 14, will target firms that incorporate B…",https://cryptoslate.com/rex-introduces-bmax-etf-for-bitcoin-backed-corporate-bond-access/,https://cryptoslate.com/wp-content/uploads/2025/03/bitcoin-corporate-treasury-1.jpg,2025-03-14T16:54:27Z,"REX Shares has launched the Bitcoin Corporate Treasury Convertible Bond (BMAX) ETF, designed to give investors access to convertible bonds issued by companies using debt to acquire Bitcoin.
The fund… [+2804 chars]"
"{'id': None, 'name': 'Commercial Observer'}",Acoen,Bravo Property Trust Leads $125M Financing for Dumbo Office-to-Resi Conversion,"Wolfe Landau’s Watermark Capital Group has secured $125 million of construction financing for a Brooklyn office-to-residential conversion project, Commercial Observer can first report. Bravo Property Trust, the construction and bridge lending affiliate of Bra…",http://commercialobserver.com/2025/03/125m-brooklyn-office-to-resi-conversion/,https://commercialobserver.com/wp-content/uploads/sites/3/2025/03/Aaron-Krawitz-175-Pearl-Street-rendering-credit-Bravo-Capital.jpg?quality=80&crop=0px%2C14px%2C2000px%2C1050px&resize=1200%2C630&strip,2025-03-14T16:47:57Z,"Wolfe Landaus Watermark Capital Grouphas secured $125 million of construction financing for a Brooklyn office-to-residential conversion project, Commercial Observer can first report.
Bravo Property … [+2279 chars]"
"{'id': None, 'name': 'The Star Online'}","Cui Li, Zhang Zhang","U.S. tariffs to pose ""moderate impact"" on Polish economy: minister","WARSAW, March 14 (Xinhua) -- The newly imposed tariffs on goods imported into the United States are expected to have a ""moderate impact"" on Poland's economy, Polish Minister of Finance Andrzej Domanski said in an interview on Friday. Read full story",https://www.thestar.com.my/news/world/2025/03/15/us-tariffs-to-pose-moderate-impact-on-polish-economy-minister,https://cdn.thestar.com.my/Themes/img/newTsol_logo_socmedia.png,2025-03-14T16:45:00Z,"WARSAW, March 14 (Xinhua) -- The newly imposed tariffs on goods imported into the United States are expected to have a ""moderate impact"" on Poland's economy, Polish Minister of Finance Andrzej Domans… [+990 chars]"
"{'id': None, 'name': 'Javacodegeeks.com'}",Eleftheria Drosopoulou,Elixir in 2025: Real-Time Apps with Phoenix and Legacy Integration,"Elixir, a dynamic, functional programming language built on the Erlang VM, is gaining traction as a powerhouse for building real-time applications. Its concurrency model, fault tolerance, and scalability make it an ideal choice for modern, high-performance sy…",https://www.javacodegeeks.com/2025/03/elixir-in-2025-real-time-apps-with-phoenix-and-legacy-integration.html,https://www.javacodegeeks.com/wp-content/uploads/2012/10/software-development-2-logo.jpg,2025-03-14T16:45:00Z,"Elixir, a dynamic, functional programming language built on the Erlang VM, is gaining traction as a powerhouse for building real-time applications. Its concurrency model, fault tolerance, and scalabi… [+6630 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",XRPTurbo,"XRP Price Rebounds Strongly As Ripple Investors Shift Focus To XRPTurbo, Set To Bring The AI Agent Revolution To The XRPL Ledger","TALLINN, Estonia, March 14, 2025 (GLOBE NEWSWIRE) -- XRP investors are elated as the popular cryptocurrency surged past the key $2.30 mark this week, significantly outperforming Bitcoin’s modest recovery.",https://www.globenewswire.com/news-release/2025/03/14/3043104/0/en/XRP-Price-Rebounds-Strongly-As-Ripple-Investors-Shift-Focus-To-XRPTurbo-Set-To-Bring-The-AI-Agent-Revolution-To-The-XRPL-Ledger.html,https://ml.globenewswire.com/Resource/Download/d1a9f9bf-a869-482a-9719-9a5a30717f94,2025-03-14T16:44:00Z,"TALLINN, Estonia, March 14, 2025 (GLOBE NEWSWIRE) -- XRP investors are elated as the popular cryptocurrency surged past the key $2.30 mark this week, significantly outperforming Bitcoins modest recov… [+5751 chars]"
"{'id': None, 'name': 'Slashdot.org'}",feedfeeder,Stocks Climb at End of Dizzying Wall Street Week: Markets Wrap - Yahoo Finance,"Stocks Climb at End of Dizzying Wall Street Week: Markets WrapYahoo Finance Warren Buffett Said 'Bad News Is an Investor's Best Friend' and If You're Not Ready for Stocks to Drop 50%, You Shouldn't Be InvestingYahoo Finance US stocks rebound after a week in t…",https://slashdot.org/firehose.pl?op=view&amp;id=176716235,,2025-03-14T16:32:26Z,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.
"{'id': 'business-insider', 'name': 'Business Insider'}",Olivia Singh,"12 things to watch this weekend, from the new Millie Bobby Brown Netflix movie 'The Electric State' to 'Moana 2'","From the sci-fi movie ""The Electric State"" to the family-friendly film ""Moana 2,"" here's what to stream this weekend on Netflix, Disney+, and more.",https://www.businessinsider.com/best-shows-movies-streaming-netflix-hulu-disney-march-14-25,https://i.insider.com/67d1c6f1585f1dff88b1eb0f?width=1200&format=jpeg,2025-03-14T16:31:49Z,"Paul Abell/Netflix; Chelsea Jia Feng/BI
<ul><li>The sci-fi movie ""The Electric State,"" starring Millie Bobby Brown and Chris Pratt, is now on Netflix.</li><li>Some films released in 2024, like ""Moan… [+7273 chars]"
"{'id': None, 'name': 'WPSD Local 6'}",Amanda Seitz Associated Press,Dr. Mehmet Oz makes his pitch to oversee America's health insurance programs,"The 64-year-old was a heart surgeon who turned into a popular TV pitchman — now, he has his sights on overseeing health insurance for about 150 million Americans enrolled in",https://www.wpsdlocal6.com/news/dr-mehmet-oz-makes-his-pitch-to-oversee-americas-health-insurance-programs/article_c999f5a0-00eb-11f0-a5b2-0faf8292c1b3.html,https://bloximages.newyork1.vip.townnews.com/wpsdlocal6.com/content/tncms/assets/v3/editorial/c/99/c999f5a0-00eb-11f0-a5b2-0faf8292c1b3/67d4514cd187a.preview.jpg?crop=1763%2C926%2C0%2C124&resize=1200%2C630&order=crop%2Cresize,2025-03-14T16:30:46Z,"WASHINGTON (AP) Leading the Centers for Medicare and Medicaid Services presents a monumental opportunity to make the country healthier, Dr. Mehmet Oz told senators Friday at his confirmation hearing.… [+3382 chars]"
"{'id': 'cbs-news', 'name': 'CBS News'}",Angelica Leicht,How does the debt management process work?,"Before you enroll in a debt management program, you need to know how the process differs from other options.",https://www.cbsnews.com/news/how-does-the-debt-management-process-work/,https://assets1.cbsnewsstatic.com/hub/i/r/2025/03/14/ceaf864b-c1de-4d6e-bd79-09bbbfb63b1f/thumbnail/1200x630/436e982256573fddecce5bf3e0535f05/gettyimages-1311362808.jpg?v=e7f44f50e1cf6b32bb81cbfeaec70acf,2025-03-14T16:30:02Z,"Debt management programs function differently than many other debt relief options, so it's important to understand how they work before enrolling.
Getty Images
Whether it's credit cards, medical bi… [+5391 chars]"
"{'id': None, 'name': 'STLtoday.com'}",By Nassim Benchaabane St. Louis Post-Dispatch,Lawsuit: Ferguson administration's harassment of employee led to her suicide,"Anita Huang-Ryan, who worked in Ferguson's finance department, died in May of 2024, about two months after she was fired from the city where she had worked for nearly eight years.",https://www.stltoday.com/news/local/government-politics/article_53130f32-002f-11f0-876f-6b5b82f9aa0d.html,https://bloximages.newyork1.vip.townnews.com/stltoday.com/content/tncms/assets/v3/editorial/5/31/53130f32-002f-11f0-876f-6b5b82f9aa0d/67d45ac982e86.preview.jpg?crop=1662%2C873%2C0%2C187&resize=1200%2C630&order=crop%2Cresize,2025-03-14T16:30:00Z,"FERGUSON  The family of a former Ferguson employee who died by suicide last year has sued the city, alleging it failed to stop a supervisor's harassment, which caused the employee severe mental distr… [+3237 chars]"
"{'id': None, 'name': 'Www.gov.uk'}","Foreign, Commonwealth & Development Office","Ministerial Roundtable on Water Security, 13 March 2025: outcome statement","A statement of priority actions for improving global water security, agreed between the UK government and the attending countries and multilateral organisations.",https://www.gov.uk/government/news/ministerial-roundtable-on-water-security-13-march-2025-outcome-statement,https://assets.publishing.service.gov.uk/media/67d438c24047b1c7801b5be5/s960_IMG_0283.jpg,2025-03-14T16:27:38Z,"On 13 March 2025, the UK Foreign, Commonwealth, and Development Office convened a high-level roundtable, bringing together international Ministers and senior representatives from countries and key mu… [+3264 chars]"
